YouTube ID,start seconds,end seconds,label,split
6Yk15FbL2yw,81000,89000,cap gun shooting,decoder_train
6fQqyrMAuFI,500000,508000,ocean burbling,decoder_train
6hpNFfjpFHU,142000,150000,playing tennis,decoder_train
6jAZGb8k6tE,90000,98000,driving buses,decoder_train
6jdeSAmkzEU,30000,38000,playing electric guitar,decoder_train
6om-fZvxe70,30000,38000,mouse squeaking,decoder_train
6q3OUady18I,667000,675000,swimming,decoder_train
6qX8ykNoVls,22000,30000,people eating crisps,decoder_train
6tlsgZfA9zs,20000,28000,playing zither,decoder_train
6yaFDZk7-jo,8000,16000,chicken crowing,decoder_train
7-V8cMwkXTk,30000,38000,"engine accelerating, revving, vroom",decoder_train
7-htobm4qu0,30000,38000,people whistling,decoder_train
73cuZZq-J3w,20000,28000,hammering nails,decoder_train
74Eeq1qer94,30000,38000,playing cello,decoder_train
79undeYvXOE,200000,208000,playing castanets,decoder_train
7CTzN_wSb6g,30000,38000,car engine idling,decoder_train
7I2yJgXKncw,21000,29000,crow cawing,decoder_train
7K_jwQwta7I,30000,38000,playing piano,decoder_train
7O2qPT8vgfI,15000,23000,people whistling,decoder_train
7OhXiEHalAk,63000,71000,people clapping,decoder_train
7P7sCHtDLU8,30000,38000,people crowd,decoder_train
7PEL4NrU1Jk,23000,31000,playing cymbal,decoder_train
7nQxWCn_dBg,160000,168000,"playing marimba, xylophone",decoder_train
7rzEesL55fM,340000,348000,playing vibraphone,decoder_train
7ulXnnIlUOA,109000,117000,people gargling,decoder_train
7y9hIjH_7do,90000,98000,playing cello,decoder_train
7yjEC7Cr6i8,30000,38000,air conditioning noise,decoder_train
84JbG7gFceA,7000,15000,playing castanets,decoder_train
89PzuqeWWYQ,24000,32000,dog growling,decoder_train
8A1G_Sg6bx4,170000,178000,playing clarinet,decoder_train
8B3FjLzkdPA,20000,28000,playing clarinet,decoder_train
8HJcD-xKYo4,80000,88000,male singing,decoder_train
8M8mpBuhbOY,79000,87000,shot football,decoder_train
8MKemM0h5mE,30000,38000,rapping,decoder_train
8QfmtF0FGA4,114000,122000,playing timpani,decoder_train
8YSDo1wTo3M,28000,36000,bouncing on trampoline,decoder_train
8bmdnc-htzQ,106000,114000,air conditioning noise,decoder_train
8jDanS4ZzRc,240000,248000,hammering nails,decoder_train
8jN7n8lhkiI,278000,286000,people cheering,decoder_train
8m1ketVhQCM,78000,86000,people giggling,decoder_train
8ooVSXeHb94,30000,38000,skiing,decoder_train
8rICricPhh8,30000,38000,ambulance siren,decoder_train
8w-V_hYvxXs,160000,168000,playing acoustic guitar,decoder_train
91k-dD34c94,560000,568000,pig oinking,decoder_train
91vBzCaNTQ0,79000,87000,"playing violin, fiddle",decoder_train
93vN8AS4jHY,67000,75000,police car (siren),decoder_train
97IV2XK2l3U,0,8000,tapping guitar,decoder_train
97aoiaWwRVk,20000,28000,"vehicle horn, car horn, honking",decoder_train
985zNO7Wo1w,182000,190000,children shouting,decoder_train
9BGpWG8iqpQ,0,8000,people belly laughing,decoder_train
9SVbr69L7wM,60000,68000,"motorboat, speedboat acceleration",decoder_train
9ZWmZdgrE78,80000,88000,baby laughter,decoder_train
9c9dRz8t4bI,152000,160000,people giggling,decoder_train
9kIBkY7Tj5g,0,8000,playing saxophone,decoder_train
9pfZ4sXXsE4,330000,338000,opening or closing drawers,decoder_train
9rXAmXuAOw8,0,8000,"vehicle horn, car horn, honking",decoder_train
9tLzTdRhTrI,180000,188000,playing timpani,decoder_train
9wkgTdE7nz8,30000,38000,"railroad car, train wagon",decoder_train
A0dHhG6Y8C0,30000,38000,playing accordion,decoder_train
A24InXJHgOk,28000,36000,playing trumpet,decoder_train
A2D_eaALRug,19000,27000,hammering nails,decoder_train
A458iJLZGvg,80000,88000,"child speech, kid speaking",decoder_train
AEwkS57P4eE,30000,38000,male singing,decoder_train
AJ2_gn8V2fo,30000,38000,basketball bounce,decoder_train
AKxm4V3OylU,30000,38000,dog whimpering,decoder_train
AL7eCaqpzLk,569000,577000,tractor digging,decoder_train
ALtDtYnWFuo,30000,38000,horse neighing,decoder_train
ANWU9Hiy_5k,40000,48000,playing bassoon,decoder_train
AUXS8zwFV0k,30000,38000,lions roaring,decoder_train
AYvYTvCG0Cw,4000,12000,skiing,decoder_train
AZfD5KrH5d8,30000,38000,fireworks banging,decoder_train
AjLuenrAsbE,30000,38000,playing electric guitar,decoder_train
AkAdDFHQars,30000,38000,fire truck siren,decoder_train
Aky0DF507fw,170000,178000,playing didgeridoo,decoder_train
Ap_IlJVRHtw,230000,238000,"male speech, man speaking",decoder_train
Av2DNdWzziA,35000,43000,striking pool,decoder_train
AwAFAi8sa-0,450000,458000,playing volleyball,decoder_train
AwZrv_S86R4,30000,38000,"male speech, man speaking",decoder_train
Ax1rIOmzMWY,0,8000,"fly, housefly buzzing",decoder_train
Ay7bs8DMMyA,5000,13000,"child speech, kid speaking",decoder_train
AzY_KZTSXJk,30000,38000,parrot talking,decoder_train
B0Rje7Cj7W0,250000,258000,firing cannon,decoder_train
B33GgQddG30,28000,36000,dinosaurs bellowing,decoder_train
B6zw6kvaM_c,30000,38000,playing clarinet,decoder_train
BB3CCG8SD54,0,8000,dog growling,decoder_train
BBRDRggGsdk,147000,155000,lathe spinning,decoder_train
BMAruFZo5NM,88000,96000,playing hammond organ,decoder_train
BNxowL6utbQ,30000,38000,playing harp,decoder_train
BPeLfS4NPEI,60000,68000,"child speech, kid speaking",decoder_train
BQpa8whzwAE,30000,38000,train horning,decoder_train
BZRZcFA9Dr4,260000,268000,playing theremin,decoder_train
Bd-1gr7807g,16000,24000,playing piano,decoder_train
Bf2m1sXaXk4,10000,18000,ambulance siren,decoder_train
Bf3aAtNK8Sk,30000,38000,ambulance siren,decoder_train
BfQ3-G4gjlM,30000,38000,tapping guitar,decoder_train
Bq10zG74Wc0,40000,48000,magpie calling,decoder_train
Bqy0tD6mCPs,270000,278000,playing glockenspiel,decoder_train
BzMo0qCklGg,150000,158000,playing hammond organ,decoder_train
C00BpiE52mM,270000,278000,"motorboat, speedboat acceleration",decoder_train
C0CvQi7d4sU,328000,336000,people finger snapping,decoder_train
C0sSgrr5xrQ,30000,38000,duck quacking,decoder_train
C2BFL4F6zOM,62000,70000,rope skipping,decoder_train
C33WdI64FiY,30000,38000,rapping,decoder_train
C46X66FU_Dw,30000,38000,chainsawing trees,decoder_train
C5BteXnPQNk,30000,38000,"bird chirping, tweeting",decoder_train
C8q-VueE_ok,330000,338000,bird wings flapping,decoder_train
C9f_yqkzqac,510000,518000,"male speech, man speaking",decoder_train
CEzyxkUbG9A,30000,38000,car engine idling,decoder_train
CIN_pzwxrCE,69000,77000,skidding,decoder_train
CNteFuxbbZs,30000,38000,people sobbing,decoder_train
CScQCxNACyc,130000,138000,footsteps on snow,decoder_train
CSn5FP1c1AQ,17000,25000,child singing,decoder_train
CUMunjwsO2U,20000,28000,pheasant crowing,decoder_train
CWY1Y5hjfpo,30000,38000,"pigeon, dove cooing",decoder_train
CYZTjXQMiV8,570000,578000,"bird chirping, tweeting",decoder_train
Co7vOJiMeO0,64000,72000,playing table tennis,decoder_train
CsBwBct0_5U,30000,38000,footsteps on snow,decoder_train
D1NDNFZGY7k,40000,48000,civil defense siren,decoder_train
D1VQAb8CfWM,22000,30000,"pigeon, dove cooing",decoder_train
D1VQAb8CfWM,8000,16000,"pigeon, dove cooing",decoder_train
D2ISzNuhtxE,9000,17000,"vehicle horn, car horn, honking",decoder_train
D6shA0yJ8W4,72000,80000,playing cymbal,decoder_train
D9yNCDer4YM,94000,102000,playing bass guitar,decoder_train
DIooS7FSHYk,30000,38000,cricket chirping,decoder_train
DQ1-Jj3kEP0,61000,69000,beat boxing,decoder_train
DShnW2mZR-0,2000,10000,people sniggering,decoder_train
DV_lxAociYs,180000,188000,volcano explosion,decoder_train
DYVwPj_voRw,30000,38000,playing snare drum,decoder_train
DYdalOQnx1Y,30000,38000,"child speech, kid speaking",decoder_train
Db0c4aAwUbY,30000,38000,playing glockenspiel,decoder_train
DkhdvvtvwTE,20000,28000,lathe spinning,decoder_train
Drxkm1HyVxI,21000,29000,playing electric guitar,decoder_train
DvuXNSkGMes,7000,15000,playing bagpipes,decoder_train
DxqGhpqu2z4,116000,124000,ambulance siren,decoder_train
E-nunSOWtMs,70000,78000,playing hammond organ,decoder_train
E6QQRZHrx6s,30000,38000,people clapping,decoder_train
E6TSYy7ikcs,129000,137000,playing drum kit,decoder_train
EIzBD62ja8E,30000,38000,playing badminton,decoder_train
ENQli94rpHM,0,8000,playing cornet,decoder_train
EN_fOMt-IVE,60000,68000,cow lowing,decoder_train
EQHrQIaQNv8,30000,38000,firing muskets,decoder_train
EQrpQGyLR1Y,2000,10000,playing hammond organ,decoder_train
EU0Vrwxs7pU,170000,178000,child singing,decoder_train
EhLPUSnX2_Q,81000,89000,playing cornet,decoder_train
Ergjh8YR0OM,20000,28000,playing tuning fork,decoder_train
EtcoN3RhRZg,127000,135000,people burping,decoder_train
EzUCugyQf8k,40000,48000,"female speech, woman speaking",decoder_train
F-c6oa091zo,150000,158000,sheep bleating,decoder_train
F-p8xsDSjnw,30000,38000,tapping guitar,decoder_train
F5iBhMGDdwE,70000,78000,people sniggering,decoder_train
F8m310BMRvc,30000,38000,sailing,decoder_train
F9bJVVYgFl4,73000,81000,people crowd,decoder_train
FFSWmryaZ60,30000,38000,tap dancing,decoder_train
FgzVC4jxtxg,100000,108000,missile launch,decoder_train
FnCrdfgwfdM,622000,630000,playing gong,decoder_train
Fr0UnYeFVW0,10000,18000,playing tennis,decoder_train
FwnRxfcUHIE,29000,37000,metronome,decoder_train
G1OlHEvPRT8,30000,38000,sailing,decoder_train
G2jq2X-00n4,0,8000,playing bass guitar,decoder_train
G4fTKotMoWI,30000,38000,playing tympani,decoder_train
G880gxjj9dI,30000,38000,people hiccup,decoder_train
GU7mq8uZgJo,431000,439000,playing table tennis,decoder_train
GXuqtCdONDs,91000,99000,playing squash,decoder_train
G_jA6itU_FA,125000,133000,mynah bird singing,decoder_train
GdFlyobMoAE,9000,17000,playing mandolin,decoder_train
GjoBV2mf8jo,80000,88000,chicken crowing,decoder_train
GnmgSQq6E54,180000,188000,"playing steel guitar, slide guitar",decoder_train
GrzDev6lW0Q,41000,49000,basketball bounce,decoder_train
H692PyayBt4,0,8000,mouse pattering,decoder_train
H7leMctSTMc,30000,38000,mynah bird singing,decoder_train
HJGtRMubleU,30000,38000,pheasant crowing,decoder_train
HJrYNAIm1AY,110000,118000,playing cymbal,decoder_train
HMhAM5aicvI,30000,38000,"ice cream truck, ice cream van",decoder_train
HO7EiiblQe4,30000,38000,volcano explosion,decoder_train
HWjQnxlvwa0,430000,438000,slot machine,decoder_train
Hexc6YWqptw,5000,13000,"motorboat, speedboat acceleration",decoder_train
Hf-uMkF-gyA,296000,304000,tap dancing,decoder_train
Hjx-S-6U9k0,50000,58000,playing darts,decoder_train
Hn0UhOnyeJ0,225000,233000,magpie calling,decoder_train
Ht3h4-eNQCU,5000,13000,baby crying,decoder_train
Hu1OmW6Glaw,30000,38000,splashing water,decoder_train
HwGK5RvNOFI,30000,38000,people coughing,decoder_train
I0jA3pAj5VI,27000,35000,"race car, auto racing",decoder_train
I1NE3H6soBU,300000,308000,people burping,decoder_train
I7OqRsLtmh0,310000,318000,"railroad car, train wagon",decoder_train
IEjaZmXmm4c,20000,28000,missile launch,decoder_train
IMQtdwaG8I8,101000,109000,lighting firecrackers,decoder_train
INQWH7mOGeQ,30000,38000,toilet flushing,decoder_train
IPIS6TUVpSM,30000,38000,"engine accelerating, revving, vroom",decoder_train
IPYHy8k9Z34,50000,58000,people crowd,decoder_train
IQszXcU_OBI,147000,155000,mouse clicking,decoder_train
IUItviB2VsQ,30000,38000,playing flute,decoder_train
IVJkeUVwUaY,145000,153000,ambulance siren,decoder_train
IckvLvmXEBk,330000,338000,wood thrush calling,decoder_train
If1yxmaJ14M,170000,178000,playing gong,decoder_train
IiJciyiQBDw,10000,18000,missile launch,decoder_train
IlDRFxrDWw8,90000,98000,playing cymbal,decoder_train
IodeRr1vIgE,10000,18000,"child speech, kid speaking",decoder_train
Iu1k5XJoeXk,0,8000,forging swords,decoder_train
Iw4CEwT1wI8,11000,19000,parrot talking,decoder_train
J12HPLJd84Q,120000,128000,lathe spinning,decoder_train
J1WfhSyPeus,24000,32000,people eating noodle,decoder_train
J3ALZUC6tYI,65000,73000,car passing by,decoder_train
J3yMNpeDo6Q,30000,38000,stream burbling,decoder_train
J4IWp4vNFnw,100000,108000,mynah bird singing,decoder_train
J6T4OwacRL0,450000,458000,waterfall burbling,decoder_train
JCapiyzc_AA,30000,38000,playing theremin,decoder_train
JIMJ7ewIoPA,30000,38000,yodelling,decoder_train
JKbUVdMJAO8,30000,38000,bird squawking,decoder_train
JMVAOTC7hIU,89000,97000,elephant trumpeting,decoder_train
JW3fRqCF5bY,130000,138000,reversing beeps,decoder_train
JXl3VdTNRtA,20000,28000,playing table tennis,decoder_train
JcLpx0VveSw,17000,25000,yodelling,decoder_train
Jfw-FBJLiq8,752000,760000,skateboarding,decoder_train
JgKD-nqKTlQ,297000,305000,civil defense siren,decoder_train
JjqHDGzcz6c,100000,108000,bowling impact,decoder_train
JoKMKFX12x8,3000,11000,playing piano,decoder_train
JpwAOJ-FaJQ,245000,253000,chainsawing trees,decoder_train
JxE-EZJY2Q0,40000,48000,using sewing machines,decoder_train
K-Zg1-fR9kU,88000,96000,"pigeon, dove cooing",decoder_train
K3Q8Gi6oPIg,30000,38000,beat boxing,decoder_train
K5aJwQ2X2Sc,260000,268000,fire truck siren,decoder_train
K6EhC59pgWA,0,8000,wind chime,decoder_train
K9bWqZczmeA,780000,788000,police car (siren),decoder_train
KK5AClS1mxA,651000,659000,turkey gobbling,decoder_train
KLd-rJMoeko,20000,28000,playing table tennis,decoder_train
KRtYq1p2Tyg,6000,14000,chicken crowing,decoder_train
KU0aL_iR0_I,560000,568000,train horning,decoder_train
KXn7InqM3yo,30000,38000,chainsawing trees,decoder_train
KcYCxfTPfY0,0,8000,cutting hair with electric trimmers,decoder_train
Kfr4i48HNcA,53000,61000,"child speech, kid speaking",decoder_train
KfzH17TqnpE,248000,256000,barn swallow calling,decoder_train
KhjtXdPpEHM,99000,107000,lions roaring,decoder_train
KksMNKXuiNw,12000,20000,lip smacking,decoder_train
Kqw--nmhaRw,931000,939000,playing cello,decoder_train
KwlYiJEy0Po,130000,138000,cat meowing,decoder_train
L3wNweyCqdY,394000,402000,playing erhu,decoder_train
L5UDz2PJ9sk,30000,38000,crow cawing,decoder_train
LGrpsZ7BsQA,30000,38000,sheep bleating,decoder_train
LMrVjK1otdM,131000,139000,playing saxophone,decoder_train
LMv4Vt9otVg,30000,38000,beat boxing,decoder_train
LOHw8cZZ9-U,450000,458000,gibbon howling,decoder_train
LSaLPObrnZw,10000,18000,playing badminton,decoder_train
LTA3ncpTnUo,30000,38000,"playing steel guitar, slide guitar",decoder_train
LTXXIMHSfo0,14000,22000,wood thrush calling,decoder_train
LX5Y1jcoUXE,30000,38000,playing didgeridoo,decoder_train
LaBLXBBiCw4,75000,83000,"playing marimba, xylophone",decoder_train
LgvmB3oyRWQ,299000,307000,airplane,decoder_train
LrcvUfmRN8k,30000,38000,lawn mowing,decoder_train
LwZNG7Uuu7g,65000,73000,people whispering,decoder_train
LwypJxIZ31w,1000,9000,people whispering,decoder_train
M5rWO2qL6WQ,23000,31000,mosquito buzzing,decoder_train
M7rGKqfZh6k,30000,38000,typing on typewriter,decoder_train
MCa8xcBlBe8,30000,38000,duck quacking,decoder_train
MDotfX0EyFg,110000,118000,dog growling,decoder_train
MLMRHScRnhs,42000,50000,playing ukulele,decoder_train
MNXrgwjf4CY,356000,364000,civil defense siren,decoder_train
MW0ZTvRCS1o,220000,228000,female singing,decoder_train
Mb-GyQEKoEc,30000,38000,people eating,decoder_train
MhKSI8ggZ7Y,30000,38000,hail,decoder_train
MnEZwnRuQR8,30000,38000,playing darts,decoder_train
Mp_87MQx6Ms,40000,48000,volcano explosion,decoder_train
Mr8WsLsNp0A,2000,10000,running electric fan,decoder_train
MzK0doyIM70,500000,508000,playing piano,decoder_train
N4QzDWQEhYE,109000,117000,eagle screaming,decoder_train
NFjonUQRHfE,20000,28000,playing badminton,decoder_train
NMVPs3h0hNw,110000,118000,orchestra,decoder_train
NZMsQG4Zx7I,50000,58000,"bee, wasp, etc. buzzing",decoder_train
NcIR-UiXJI0,30000,38000,wind chime,decoder_train
NcIt4xNctkA,50000,58000,wind chime,decoder_train
NgyeHliItww,0,8000,playing badminton,decoder_train
Nht8x-egV7Y,15000,23000,playing tambourine,decoder_train
Ni_RNKhQ47k,118000,126000,people coughing,decoder_train
NpGTa9fRvUU,30000,38000,footsteps on snow,decoder_train
Nuyu78uZcVE,58000,66000,swimming,decoder_train
NvIZAovN5s8,308000,316000,wind chime,decoder_train
O8S1mItzKFk,115000,123000,"race car, auto racing",decoder_train
OPXoyT08GvQ,17000,25000,playing ukulele,decoder_train
OPhporfGJg8,30000,38000,playing cymbal,decoder_train
OTZDYafhtKY,634000,642000,playing erhu,decoder_train
OdOu8yGpIig,456000,464000,"female speech, woman speaking",decoder_train
OhhSpbVbXYA,145000,153000,dog howling,decoder_train
OifvajLsn5I,30000,38000,playing acoustic guitar,decoder_train
OwkOp5fVJK4,470000,478000,owl hooting,decoder_train
P4ocWEaK3eg,200000,208000,rapping,decoder_train
PSt_gdjwmvY,140000,148000,ocean burbling,decoder_train
PVgL5wFOKMs,30000,38000,beat boxing,decoder_train
PWwD7zzMOWE,540000,548000,playing tabla,decoder_train
PXvygAB5RKg,300000,308000,yodelling,decoder_train
PaJatNJhmsQ,0,8000,people crowd,decoder_train
PaZ4aVEsPsE,19000,27000,opening or closing car doors,decoder_train
Pair_NsHdTc,30000,38000,people crowd,decoder_train
PlGrb1DKbao,130000,138000,people coughing,decoder_train
PpuiOM0vuxo,41000,49000,hair dryer drying,decoder_train
PwazdGn6ldc,30000,38000,frog croaking,decoder_train
PyponzntqzM,163000,171000,civil defense siren,decoder_train
Q6pnggPsxDw,70000,78000,fire truck siren,decoder_train
QAgy9r331v0,30000,38000,chicken crowing,decoder_train
QAoCyTYnAuc,11000,19000,magpie calling,decoder_train
QFovsFrNNfw,136000,144000,thunder,decoder_train
QIRX5273XKk,30000,38000,train horning,decoder_train
QIuP8om7fYE,69000,77000,police car (siren),decoder_train
QK27EA8DmHQ,385000,393000,gibbon howling,decoder_train
QLEXmKz-MV4,70000,78000,playing harmonica,decoder_train
QNekELxXfHw,20000,28000,playing acoustic guitar,decoder_train
QPR_tghZjAI,30000,38000,people sneezing,decoder_train
QRKc90kuAaE,560000,568000,driving buses,decoder_train
QRLfJ0FuEbc,267000,275000,driving buses,decoder_train
QYYfs7ehzuc,126000,134000,playing banjo,decoder_train
QZKH9-7cpq8,470000,478000,playing trumpet,decoder_train
Qdr2xmK84Jo,30000,38000,parrot talking,decoder_train
QlqLLZQLNiA,0,8000,slot machine,decoder_train
Qovva-Q5vmM,216000,224000,beat boxing,decoder_train
QrsgFZBBrzo,250000,258000,playing ukulele,decoder_train
QvpIrEHvZWI,171000,179000,car passing by,decoder_train
QyGfqIKBGFE,5000,13000,train whistling,decoder_train
QySssFgqGq0,121000,129000,"subway, metro, underground",decoder_train
R0bAuQ3vfgA,30000,38000,yodelling,decoder_train
R1CqlyLZl28,5000,13000,driving motorcycle,decoder_train
R6EbA_Is4gc,520000,528000,train whistling,decoder_train
R9qOM83klNc,81000,89000,playing washboard,decoder_train
RA8ck5zeHM0,0,8000,playing badminton,decoder_train
RFbWkL818XQ,30000,38000,stream burbling,decoder_train
RFeU64gTvGQ,0,8000,"playing marimba, xylophone",decoder_train
RQvbm3l3wmA,110000,118000,playing volleyball,decoder_train
RVV2k3G6hes,14000,22000,splashing water,decoder_train
RYia-H9Hm88,0,8000,playing tympani,decoder_train
Rg971GlT_Ro,21000,29000,people sniggering,decoder_train
S1_mKhT8FVo,28000,36000,bowling impact,decoder_train
SB1dEgUQh3w,168000,176000,reversing beeps,decoder_train
SBwyfAg28OE,60000,68000,playing snare drum,decoder_train
SL52ykhLo8A,70000,78000,people sniggering,decoder_train
SMkVCM9GfO8,30000,38000,playing electric guitar,decoder_train
SSFFe1cVwgU,80000,88000,playing hockey,decoder_train
SUyaiLzdWDk,30000,38000,hair dryer drying,decoder_train
S_-F4Nr-2Ig,307000,315000,playing bagpipes,decoder_train
Sa_ovp-50Tc,30000,38000,foghorn,decoder_train
SfoN3MJ1RCI,30000,38000,playing tennis,decoder_train
ShSRKoE7hHc,128000,136000,turkey gobbling,decoder_train
Skrr-UgHeHg,8000,16000,helicopter,decoder_train
SkyxbPeBxNA,0,8000,playing congas,decoder_train
Sqpkv9fnxqw,210000,218000,playing ukulele,decoder_train
SsloEIMVDmk,16000,24000,tornado roaring,decoder_train
SxI3Lnzzmkw,110000,118000,"playing violin, fiddle",decoder_train
SzhOVP7BXUE,0,8000,playing french horn,decoder_train
T7fsXVDXFQo,300000,308000,"rowboat, canoe, kayak rowing",decoder_train
TA-O_bVnvLY,540000,548000,playing synthesizer,decoder_train
TC3Z6NuoFz8,460000,468000,ocean burbling,decoder_train
TP_CVBCc4-U,90000,98000,people cheering,decoder_train
TR4-xSB97w8,30000,38000,"race car, auto racing",decoder_train
TRW3OqA1cXE,30000,38000,hail,decoder_train
TT8xhjDC3Cg,250000,258000,sea lion barking,decoder_train
Tc9sb71px5I,30000,38000,"subway, metro, underground",decoder_train
Tfj3_pJLdjM,747000,755000,child singing,decoder_train
Tk0Sl9H0CE0,324000,332000,"playing marimba, xylophone",decoder_train
TmwM6LCcIBg,130000,138000,playing acoustic guitar,decoder_train
ToIdgjI3u4Q,30000,38000,helicopter,decoder_train
TpPHH7wQz_M,30000,38000,beat boxing,decoder_train
Tpg9LiS6K-M,234000,242000,pig oinking,decoder_train
TuHHUDnFSO0,96000,104000,blowtorch igniting,decoder_train
TwbVQetLqfM,3000,11000,slot machine,decoder_train
U37ysgI02r8,20000,28000,people sniggering,decoder_train
U4UtZeTl2DE,30000,38000,"bird chirping, tweeting",decoder_train
UCgErb1ImPY,31000,39000,playing electric guitar,decoder_train
UGlqxl1oiJk,130000,138000,people sniggering,decoder_train
ULLEA-jLmpI,30000,38000,people shuffling,decoder_train
UOGGfgBN2GM,223000,231000,playing oboe,decoder_train
UWizNEHrzCY,17000,25000,otter growling,decoder_train
UYScnXPxERQ,150000,158000,"race car, auto racing",decoder_train
Ub7DXmyQonI,30000,38000,people cheering,decoder_train
Ubmh-lOoe3Y,10000,18000,playing synthesizer,decoder_train
Ubo-gKFkdM4,30000,38000,playing synthesizer,decoder_train
UfJg3VBTLow,420000,428000,thunder,decoder_train
Uj2Os8tYIIQ,400000,408000,machine gun shooting,decoder_train
Uml273ueGDE,80000,88000,fire crackling,decoder_train
V8sGSG45U14,30000,38000,beat boxing,decoder_train
VUosI4YQook,30000,38000,playing table tennis,decoder_train
VeiJYltEZFc,34000,42000,"bird chirping, tweeting",decoder_train
Via5YWUC1Lk,180000,188000,"playing steel guitar, slide guitar",decoder_train
Vo_BuHqpf40,77000,85000,"female speech, woman speaking",decoder_train
Vsl9vfhmbN8,30000,38000,duck quacking,decoder_train
VvpjmyUhvP0,80000,88000,goose honking,decoder_train
W2aR6tTqGx0,90000,98000,bathroom ventilation fan running,decoder_train
W75ol-nF6vo,40000,48000,playing bassoon,decoder_train
W7KbboEOmeM,30000,38000,helicopter,decoder_train
W9CPGD_lR7g,5000,13000,reversing beeps,decoder_train
W9DxMx9ZF8A,271000,279000,yodelling,decoder_train
WElvc92V5Q4,617000,625000,playing didgeridoo,decoder_train
WFjx0sH7mlc,20000,28000,"motorboat, speedboat acceleration",decoder_train
WGOZNdTXITQ,205000,213000,tap dancing,decoder_train
WGuc_McKm_4,30000,38000,sheep bleating,decoder_train
WKlLEyxuUqo,410000,418000,printer printing,decoder_train
WKlfyztuZ7I,62000,70000,printer printing,decoder_train
WOoi5Sr2ux0,21000,29000,playing clarinet,decoder_train
WPY9SLh8dwY,390000,398000,"playing steel guitar, slide guitar",decoder_train
WVS46ZGovGw,30000,38000,playing bassoon,decoder_train
WY73T0xaY0A,180000,188000,car engine knocking,decoder_train
W__drEPwHrg,31000,39000,arc welding,decoder_train
WdGkP2ID5S4,30000,38000,orchestra,decoder_train
WftXzNONXZo,169000,177000,playing theremin,decoder_train
WhBHLyBY5to,9000,17000,people sneezing,decoder_train
WkkhcwXpYy4,30000,38000,wood thrush calling,decoder_train
WpZnqqaDr1A,380000,388000,"playing steel guitar, slide guitar",decoder_train
Wqqx_L1r8Hk,19000,27000,playing synthesizer,decoder_train
Wqv0fvaXGM4,52000,60000,police radio chatter,decoder_train
WrSpubuVkN0,330000,338000,sea lion barking,decoder_train
Wxup2o0w1kU,30000,38000,"pigeon, dove cooing",decoder_train
X07KIUzogxU,26000,34000,canary calling,decoder_train
X2IUVELRuzs,110000,118000,church bell ringing,decoder_train
X3Ukm37HbE0,30000,38000,sliding door,decoder_train
X3dPV8J8lnc,139000,147000,playing trumpet,decoder_train
X50vQ1-1Z3g,60000,68000,playing bass drum,decoder_train
X6MBdPls4RI,0,8000,playing cymbal,decoder_train
X8E2Vx0ygi8,230000,238000,"motorboat, speedboat acceleration",decoder_train
XA6RBioito4,67000,75000,roller coaster running,decoder_train
XCiz7m7HQrs,120000,128000,people whispering,decoder_train
XCkoQ-sCQ4Y,170000,178000,printer printing,decoder_train
XDWakm0T8fY,519000,527000,playing badminton,decoder_train
XFpVYFTQRuQ,188000,196000,playing tennis,decoder_train
XG1fNGITN08,400000,408000,"subway, metro, underground",decoder_train
XIohMvtR0Og,30000,38000,shot football,decoder_train
XPxukUQmF00,30000,38000,planing timber,decoder_train
XS-3djsJWTA,360000,368000,scuba diving,decoder_train
XTFD-XHCo2Q,0,8000,frog croaking,decoder_train
XUOtJ05Zg7E,120000,128000,driving motorcycle,decoder_train
XiQhJPkvn1I,654000,662000,child singing,decoder_train
XjkUtn062ho,0,8000,wind noise,decoder_train
XkwleyFCBrI,180000,188000,playing bass guitar,decoder_train
XkyKliH1X3c,25000,33000,playing bass guitar,decoder_train
XmjFnhOTLm0,96000,104000,people burping,decoder_train
Xp-u8qRkJZA,14000,22000,canary calling,decoder_train
XyT6JsD0o88,20000,28000,car passing by,decoder_train
Y0zPnwGCSw0,48000,56000,playing darts,decoder_train
Y3Iu9Xq-TaU,505000,513000,lawn mowing,decoder_train
Y5ZGlOUUcs8,290000,298000,owl hooting,decoder_train
Y6w2drYRvg8,37000,45000,printer printing,decoder_train
Y7aU3aCEf5A,30000,38000,playing clarinet,decoder_train
YNNepx1HYM8,31000,39000,playing congas,decoder_train
YTZK9FNgK74,30000,38000,male singing,decoder_train
YY1Qf9Q_Zx8,37000,45000,playing cello,decoder_train
Yf7ypnJ2J-U,39000,47000,cap gun shooting,decoder_train
YfV9YjCSkYM,30000,38000,sharpen knife,decoder_train
YoSAZzE9tMI,30000,38000,coyote howling,decoder_train
Ysrlv2UlG8A,30000,38000,people farting,decoder_train
YvxuyNi_wJM,1000,9000,bull bellowing,decoder_train
YwoYv1REVss,50000,58000,mouse clicking,decoder_train
Yx5pH0S0Clc,62000,70000,police car (siren),decoder_train
YxCVP-9lvZ4,215000,223000,playing accordion,decoder_train
Z0wu_Qi3Cxk,115000,123000,helicopter,decoder_train
ZFs03gCSB_g,270000,278000,barn swallow calling,decoder_train
ZHK2VTTMMWs,370000,378000,golf driving,decoder_train
ZP0aFBkk3WE,92000,100000,skateboarding,decoder_train
ZRBdcMCPFV8,39000,47000,helicopter,decoder_train
ZZO50JTetDE,580000,588000,snake rattling,decoder_train
ZahBai58_Ec,330000,338000,driving motorcycle,decoder_train
